,name,positive,negative,positive_percent,negative_percent,total_calls,term_frequency,idf
1612,low budget,461,948,0.327182399,0.672817601,1409,0.02818,4.435808826000001
1613,lower,153,263,0.36778846200000004,0.632211538,416,0.008320000000000001,5.733023557
1614,luck,232,228,0.504347826,0.495652174,460,0.0092,5.629482877999999
1615,lucki,290,185,0.6105263160000001,0.389473684,475,0.0095,5.615240522000001
1616,ludicr,70,273,0.204081633,0.7959183670000001,343,0.00686,5.956167109
1617,lynch,126,111,0.53164557,0.46835443,237,0.00474,6.023740533
1618,lyric,167,77,0.68442623,0.31557377,244,0.00488,6.195780778
1619,machin,265,317,0.45532646,0.54467354,582,0.011640000000000001,5.278768285
1620,mad,590,561,0.512597741,0.487402259,1151,0.02302,4.628368954
1621,made,145,236,0.380577428,0.6194225720000001,381,0.00762,5.818383406000001
1622,magazin,129,126,0.505882353,0.49411764700000005,255,0.0051,6.167309104
1623,magic,555,339,0.6208053689999999,0.379194631,894,0.01788,4.860399772
1624,magnific,436,102,0.810408922,0.189591078,538,0.010759999999999999,5.460224416
1626,main charact,684,779,0.467532468,0.5324675320000001,1463,0.02926,4.41066184
1627,mainli,377,323,0.538571429,0.461428571,700,0.013999999999999999,5.21585446
1628,mainstream,213,113,0.653374233,0.34662576700000003,326,0.006520000000000001,5.944867553
1629,maintain,270,133,0.6699751860000001,0.330024814,403,0.00806,5.796350691000001
1630,major,876,961,0.47686445299999997,0.523135547,1837,0.036739999999999995,4.186912779
1631,mak,378,449,0.457073761,0.542926239,827,0.01654,4.984613698
1633,make feel,214,142,0.601123596,0.39887640399999996,356,0.0071200000000000005,5.892872258
1634,make film,588,609,0.49122807,0.50877193,1197,0.02394,4.667529428
1635,make fun,125,194,0.39184953,0.60815047,319,0.006379999999999999,6.014663315
1636,make good,198,286,0.409090909,0.590909091,484,0.00968,5.61928911
1637,make great,211,92,0.696369637,0.303630363,303,0.00606,6.092950537
1638,make laugh,210,152,0.5801104970000001,0.419889503,362,0.007240000000000001,5.90090443
1639,make look,113,205,0.35534591200000004,0.644654088,318,0.00636,6.02070563
1640,make movi,562,940,0.374167776,0.6258322239999999,1502,0.030039999999999997,4.437673918
1641,make sen,273,653,0.294816415,0.705183585,926,0.01852,4.893221251
1642,make sure,190,212,0.472636816,0.527363184,402,0.00804,5.798774935
1643,make think,196,112,0.636363636,0.363636364,308,0.0061600000000000005,6.057746901
1644,make up,133,206,0.39233038299999995,0.607669617,339,0.00678,5.890209141000001
1645,make want,114,133,0.46153846200000004,0.538461538,247,0.00494,6.27462084
1646,maker,300,531,0.36101083,0.63898917,831,0.01662,4.997600894
1647,makeup,126,214,0.370588235,0.629411765,340,0.0068,5.895542487
1648,male,489,577,0.458724203,0.5412757970000001,1066,0.02132,4.7099188210000005
1651,manipul,235,166,0.586034913,0.413965087,401,0.008020000000000001,5.7061161039999995
1652,manner,492,409,0.546059933,0.453940067,901,0.018019999999999998,4.949744872
1653,mari,353,225,0.610726644,0.389273356,578,0.011559999999999999,5.165645764
1654,mark,663,551,0.546128501,0.453871499,1214,0.02428,4.590684406
1655,market,272,289,0.484848485,0.515151515,561,0.01122,5.383647916
1656,marri,746,472,0.612479475,0.387520525,1218,0.02436,4.559275686
1657,marriag,354,194,0.645985401,0.354014599,548,0.01096,5.350547967
1658,martial,133,173,0.43464052299999995,0.565359477,306,0.0061200000000000004,5.7819273639999995
1659,martial art,107,146,0.422924901,0.577075099,253,0.00506,5.953330227
1660,martin,285,206,0.580448065,0.419551935,491,0.00982,5.4178810870000005
1661,marvel,438,95,0.821763602,0.17823639800000002,533,0.01066,5.481204206
1662,mask,148,257,0.365432099,0.634567901,405,0.0081,5.605190186000001
1663,mass,194,177,0.522911051,0.477088949,371,0.00742,5.796350691000001
1664,massacr,127,133,0.488461538,0.5115384620000001,260,0.0052,6.086457007000001
1665,massiv,158,204,0.436464088,0.5635359120000001,362,0.007240000000000001,5.853651545
1666,master,716,373,0.65748393,0.34251607,1089,0.02178,4.686502329
1667,masterpiec,829,343,0.7073378840000001,0.292662116,1172,0.02344,4.66831282
1668,match,436,360,0.547738693,0.45226130700000006,796,0.01592,4.994338248
1669,mate,130,136,0.488721805,0.511278195,266,0.00532,6.122704797999999
1670,materi,555,742,0.42791056299999997,0.572089437,1297,0.025939999999999998,4.562795577
1671,matt,170,137,0.553745928,0.44625407200000006,307,0.00614,5.858792945
1673,matur,276,100,0.734042553,0.265957447,376,0.007520000000000001,5.772426105
1674,max,196,117,0.626198083,0.37380191700000004,313,0.00626,5.869155732
1676,me,205,266,0.435244161,0.564755839,471,0.00942,5.637713377000001
1678,meaning,134,130,0.507575758,0.492424242,264,0.00528,6.167309104
1679,meant,430,552,0.437881874,0.562118126,982,0.01964,4.853774097
1680,measur,176,139,0.558730159,0.441269841,315,0.0063,6.042145961
1681,meat,109,129,0.45798319299999996,0.542016807,238,0.00476,6.290369197
1682,mechan,109,123,0.469827586,0.530172414,232,0.00464,6.282464017000001
1683,medic,124,152,0.449275362,0.5507246379999999,276,0.005520000000000001,6.035973102000001
1684,mediocr,151,558,0.21297602300000001,0.787023977,709,0.014180000000000002,5.206414066000001
1685,medium,313,241,0.564981949,0.435018051,554,0.01108,5.333637495
1687,melodrama,201,140,0.589442815,0.410557185,341,0.0068200000000000005,5.895542487
1688,melodramat,126,128,0.49606299200000004,0.503937008,254,0.0050799999999999994,6.243849181
1689,member,697,639,0.521706587,0.47829341299999995,1336,0.026719999999999997,4.499271322
1690,memor,833,395,0.678338762,0.321661238,1228,0.02456,4.63820634
1691,memori,580,361,0.616365569,0.383634431,941,0.01882,4.861349891000001
1693,menac,188,198,0.48704663200000003,0.512953368,386,0.00772,5.777165451
1694,mental,381,423,0.473880597,0.5261194029999999,804,0.01608,5.027453857
1696,mere,415,466,0.471055619,0.528944381,881,0.01762,4.9664991910000005
1697,merit,145,205,0.41428571399999997,0.585714286,350,0.006999999999999999,5.892872258
1698,mess,256,1038,0.19783616699999998,0.8021638329999999,1294,0.02588,4.572005702
1699,messag,709,554,0.561361837,0.43863816299999997,1263,0.025259999999999998,4.50791212
1700,met,304,241,0.557798165,0.442201835,545,0.0109,5.467168888
1701,metal,105,107,0.495283019,0.5047169810000001,212,0.00424,6.2591166529999995
1702,metaphor,157,95,0.6230158729999999,0.376984127,252,0.00504,6.236301975
1703,method,184,162,0.531791908,0.468208092,346,0.00692,5.898219865
1704,mexican,83,120,0.408866995,0.591133005,203,0.00406,6.181443615
1705,mi,321,377,0.45988538700000003,0.540114613,698,0.01396,5.228124552
1706,michael,754,699,0.518926359,0.481073641,1453,0.029060000000000002,4.30010588
1707,michel,188,101,0.650519031,0.349480969,289,0.0057799999999999995,5.942062502000001
1708,mid,309,254,0.548845471,0.45115452899999997,563,0.01126,5.437982267000001
1709,middl,632,734,0.462664714,0.537335286,1366,0.02732,4.526100564
1710,middle,144,126,0.533333333,0.46666666700000003,270,0.0054,6.149917361
1711,mike,158,179,0.46884273,0.53115727,337,0.00674,5.733023557
1712,mildli,62,260,0.192546584,0.807453416,322,0.00644,5.987915807
1713,mile,244,294,0.453531599,0.546468401,538,0.010759999999999999,5.404701325
1714,militari,243,263,0.480237154,0.519762846,506,0.01012,5.361460001
1715,miller,141,91,0.607758621,0.392241379,232,0.00464,6.170824046
1716,million,363,471,0.435251799,0.564748201,834,0.01668,4.983539007
1717,million dollar,104,142,0.42276422799999996,0.577235772,246,0.00492,6.228811304
1719,mindless,86,174,0.330769231,0.669230769,260,0.0052,6.174351387000001
1720,mini,162,153,0.514285714,0.485714286,315,0.0063,5.917164951
1721,minim,118,163,0.41992882600000003,0.580071174,281,0.00562,6.149917361
1722,minor,489,369,0.56993007,0.43006993,858,0.017159999999999998,4.991086213
1724,minut film,128,250,0.338624339,0.661375661,378,0.007559999999999999,5.856218941
1725,minut movi,72,294,0.196721311,0.8032786890000001,366,0.00732,5.895542487
1726,mirror,207,130,0.614243323,0.38575667700000005,337,0.00674,5.8875530970000005
1727,miscast,61,216,0.220216606,0.7797833940000001,277,0.00554,6.126066145
1728,miser,92,336,0.214953271,0.785046729,428,0.00856,5.719479332000001
1730,mission,247,204,0.54767184,0.45232816,451,0.00902,5.556400022
1731,mistak,358,568,0.386609071,0.613390929,926,0.01852,4.895185888
1732,mix,681,543,0.556372549,0.443627451,1224,0.024480000000000002,4.631385548
1733,mob,117,105,0.527027027,0.47297297299999996,222,0.0044399999999999995,6.210326489
1734,model,275,274,0.500910747,0.49908925299999995,549,0.01098,5.3693278620000005
1735,modern,843,536,0.611312545,0.388687455,1379,0.02758,4.442664571
1736,mom,243,231,0.5126582279999999,0.487341772,474,0.00948,5.444773464
1738,moment film,156,101,0.607003891,0.392996109,257,0.00514,6.25145378
1740,monkey,80,135,0.37209302299999997,0.627906977,215,0.0043,6.146475017
1741,monster,345,560,0.38121547,0.61878453,905,0.0181,4.631385548
1742,month,397,340,0.538670285,0.461329715,737,0.014740000000000001,5.155389264
1743,mood,491,352,0.582443654,0.417556346,843,0.01686,5.01851525
1744,moon,163,189,0.46306818200000005,0.536931818,352,0.00704,5.7061161039999995
1745,moor,154,134,0.5347222220000001,0.465277778,288,0.00576,5.835862004
1746,moral,507,352,0.590221187,0.40977881299999996,859,0.01718,4.884427838
1747,more,145,105,0.58,0.42,250,0.005,6.27462084
1748,morgan,117,84,0.582089552,0.417910448,201,0.00402,6.149917361
1749,morn,238,203,0.53968254,0.46031746,441,0.00882,5.629482877999999
1750,moron,54,286,0.158823529,0.8411764709999999,340,0.0068,5.922644417000001
1751,mother,1012,745,0.575981787,0.424018213,1757,0.03514,4.062747142
1752,motion,295,368,0.44494721,0.55505279,663,0.01326,5.221289256
1753,motion pictur,153,109,0.583969466,0.416030534,262,0.00524,6.1430444820000005
1754,motiv,310,456,0.404699739,0.595300261,766,0.015319999999999999,5.10078513
1755,mountain,192,182,0.513368984,0.486631016,374,0.00748,5.669195516
1756,mouth,274,487,0.360052562,0.639947438,761,0.01522,5.104414898
1758,movement,281,219,0.562,0.43799999999999994,500,0.01,5.506250238
1760,movi 10,198,178,0.526595745,0.473404255,376,0.007520000000000001,5.869155732
1761,movi act,91,186,0.328519856,0.6714801440000001,277,0.00554,6.174351387000001
1762,movi actual,164,268,0.37962963,0.62037037,432,0.00864,5.723973722
1763,movi bad,106,762,0.12211981599999999,0.877880184,868,0.01736,5.00745319
1764,movi base,181,163,0.526162791,0.473837209,344,0.00688,5.956167109
1765,movi best,209,107,0.661392405,0.338607595,316,0.00632,6.039054768
1766,movi better,162,236,0.407035176,0.592964824,398,0.00796,5.815911217000001
1767,movi charact,118,167,0.414035088,0.585964912,285,0.0057,6.153371596
1768,movi come,168,186,0.474576271,0.525423729,354,0.0070799999999999995,5.914436436
1769,movi complet,71,187,0.275193798,0.724806202,258,0.0051600000000000005,6.243849181
1770,movi definit,168,96,0.636363636,0.363636364,264,0.00528,6.225086905
1771,movi end,178,351,0.33648393200000004,0.663516068,529,0.010579999999999999,5.517179307999999
1772,movi enjoy,180,100,0.642857143,0.35714285700000004,280,0.0056,6.160316067999999
1773,movi expect,104,146,0.41600000000000004,0.584,250,0.005,6.286408795
1774,movi feel,150,171,0.46728972,0.53271028,321,0.00642,6.014663315
1775,movi film,167,196,0.460055096,0.539944904,363,0.007259999999999999,5.90900164
1776,movi funni,145,152,0.488215488,0.5117845120000001,297,0.00594,6.0962131820000005
1777,movi get,113,133,0.45934959299999994,0.540650407,246,0.00492,6.290369197
1778,movi go,82,186,0.30597014899999997,0.6940298509999999,268,0.00536,6.210326489
1779,movi good,458,485,0.48568398700000004,0.514316013,943,0.01886,4.930206976
1780,movi got,114,181,0.386440678,0.6135593220000001,295,0.0059,6.122704797999999
1781,movi great,489,204,0.7056277059999999,0.294372294,693,0.013859999999999999,5.237773145
1782,movi know,157,229,0.40673575100000003,0.593264249,386,0.00772,5.838384072999999
1783,movi like,824,1029,0.44468429600000003,0.555315704,1853,0.03706,4.21142381
1784,movi littl,149,174,0.46130031,0.53869969,323,0.00646,6.023740533
1785,movi look,153,341,0.309716599,0.690283401,494,0.00988,5.585387558
1786,movi lot,200,154,0.564971751,0.435028249,354,0.0070799999999999995,5.928154072000001
1787,movi love,250,106,0.702247191,0.297752809,356,0.0071200000000000005,5.914436436
1788,movi make,385,573,0.401878914,0.598121086,958,0.01916,4.913043506
1789,movi movi,380,514,0.42505592799999997,0.5749440720000001,894,0.01788,4.970732002
1790,movi peopl,160,148,0.519480519,0.480519481,308,0.0061600000000000005,6.057746901
1791,movi play,137,126,0.520912548,0.479087452,263,0.00526,6.228811304
1792,movi plot,98,244,0.286549708,0.713450292,342,0.006840000000000001,5.96186513
1793,movi pretti,133,183,0.420886076,0.579113924,316,0.00632,6.051477287999999
1794,movi probabl,119,173,0.407534247,0.5924657529999999,292,0.00584,6.1328229279999995
1795,movi quit,137,122,0.528957529,0.471042471,259,0.00518,6.25145378
1796,movi re,94,156,0.376,0.624,250,0.005,6.27462084
1797,movi realli,479,594,0.446411929,0.5535880710000001,1073,0.02146,4.78277067
1798,movi saw,143,143,0.5,0.5,286,0.00572,6.1328229279999995
1799,movi say,127,171,0.42617449700000004,0.573825503,298,0.00596,6.099486507999999
1800,movi seen,392,596,0.39676113399999996,0.603238866,988,0.01976,4.887350393
1801,movi show,201,115,0.636075949,0.363924051,316,0.00632,6.026784676
1802,movi star,182,178,0.505555556,0.494444444,360,0.0072,5.892872258
1803,movi start,185,318,0.367793241,0.632206759,503,0.01006,5.5621306960000005
1804,movi stori,126,147,0.46153846200000004,0.538461538,273,0.0054600000000000004,6.185008681
1805,movi take,135,133,0.503731343,0.49626865700000006,268,0.00536,6.221376325
1806,movi think,265,296,0.472370766,0.527629234,561,0.01122,5.465428243
1807,movi thought,126,128,0.49606299200000004,0.503937008,254,0.0050799999999999994,6.27462084
1808,movi time,417,343,0.548684211,0.45131578899999997,760,0.0152,5.151570036
1809,movi tri,106,306,0.257281553,0.742718447,412,0.00824,5.763014271
1810,movi ve,311,566,0.35461801600000004,0.645381984,877,0.01754,5.008553906
1811,movi ve seen,221,426,0.34157650700000003,0.6584234929999999,647,0.01294,5.320011244
1812,movi want,169,263,0.391203704,0.6087962960000001,432,0.00864,5.728488402000001
1813,movi watch,478,435,0.52354874,0.47645126,913,0.01826,4.969672118
1814,movi way,146,183,0.44376899700000005,0.556231003,329,0.00658,6.0026871239999995
1815,movi worth,177,221,0.444723618,0.5552763820000001,398,0.00796,5.820861722
1816,movi year,185,124,0.5987055020000001,0.40129449799999994,309,0.00618,6.0800053720000005
1817,movie,791,1066,0.42595584299999995,0.574044157,1857,0.03714,4.207955885
1818,movies,135,181,0.42721519,0.57278481,316,0.00632,6.035973102000001
1819,mr,760,683,0.526680527,0.473319473,1443,0.028860000000000004,4.216398944
1820,mrs,170,94,0.643939394,0.356060606,264,0.00528,6.048357161
1821,ms,148,174,0.459627329,0.540372671,322,0.00644,5.8258368570000005
1822,much,161,173,0.48203592799999995,0.517964072,334,0.006679999999999999,5.9762538670000005
1823,multi,151,88,0.6317991629999999,0.368200837,239,0.0047799999999999995,6.270722199
1824,multipl,180,149,0.5471124620000001,0.452887538,329,0.00658,5.967595804
1827,music score,276,155,0.64037123,0.35962877,431,0.008620000000000001,5.7127753960000005
1828,musician,156,60,0.7222222220000001,0.27777777800000003,216,0.00432,6.25145378
1829,must,247,48,0.837288136,0.162711864,295,0.0059,6.109371267
1830,mysteri,826,846,0.494019139,0.5059808610000001,1672,0.03344,4.2099360830000006
1831,na,221,377,0.36956521700000006,0.630434783,598,0.01196,5.3036052080000005
1832,nail,194,153,0.55907781,0.44092219,347,0.006940000000000001,5.903596222000001
1833,naiv,203,151,0.573446328,0.42655367200000005,354,0.0070799999999999995,5.895542487
1834,nake,227,381,0.373355263,0.626644737,608,0.012159999999999999,5.261600481
1835,name,847,947,0.47212932,0.52787068,1794,0.03588,4.175357523
1836,narr,367,285,0.562883436,0.437116564,652,0.013040000000000001,5.203733099
1837,narrat,322,242,0.570921986,0.429078014,564,0.01128,5.321516135
1838,nasti,270,327,0.45226130700000006,0.547738693,597,0.011940000000000001,5.345907588
1839,nation,436,299,0.593197279,0.40680272100000003,735,0.0147,5.054759307
1840,nativ,185,203,0.476804124,0.5231958760000001,388,0.0077599999999999995,5.66706559
1841,natur,1236,813,0.603221083,0.396778917,2049,0.04098,4.043263256
1842,nazi,157,120,0.566787004,0.433212996,277,0.00554,5.820861722
1843,near,731,774,0.485714286,0.514285714,1505,0.0301,4.443916136
1844,near end,142,155,0.47811447799999995,0.521885522,297,0.00594,6.112688019
1845,nearli,640,665,0.49042145600000003,0.509578544,1305,0.0261,4.578432001
1846,neat,143,100,0.588477366,0.411522634,243,0.00486,6.266838699
1847,necessari,327,227,0.590252708,0.40974729200000004,554,0.01108,5.465428243
1848,necessarili,181,143,0.558641975,0.441358025,324,0.00648,5.996752389
1849,neck,120,143,0.45627376399999997,0.543726236,263,0.00526,6.153371596
1851,needle,111,143,0.43700787399999996,0.562992126,254,0.0050799999999999994,6.247644252000001
1852,neg,345,329,0.511869436,0.488130564,674,0.01348,5.236389062
1853,neighbor,195,150,0.565217391,0.434782609,345,0.0069,5.853651545
1854,network,189,185,0.505347594,0.494652406,374,0.00748,5.728488402000001
1856,new york,564,300,0.6527777779999999,0.347222222,864,0.01728,4.86802612
1857,news,260,254,0.505836576,0.49416342399999996,514,0.01028,5.427881171
1859,nick,161,143,0.529605263,0.470394737,304,0.0060799999999999995,5.869155732
1861,nightmar,251,244,0.507070707,0.492929293,495,0.0099,5.474161923
1862,no,312,461,0.403622251,0.596377749,773,0.01546,5.08401827
1863,noir,269,105,0.719251337,0.280748663,374,0.00748,5.550702001
1864,nois,111,193,0.365131579,0.634868421,304,0.0060799999999999995,5.987915807
1865,nomin,388,158,0.710622711,0.289377289,546,0.010920000000000001,5.35365356
1866,non,706,925,0.43286327399999996,0.567136726,1631,0.032619999999999996,4.3633437289999994
1867,non exist,41,238,0.146953405,0.853046595,279,0.00558,6.170824046
1868,nonetheless,229,108,0.679525223,0.320474777,337,0.00674,5.9762538670000005
1869,nonsens,171,476,0.26429675399999997,0.7357032459999999,647,0.01294,5.3036052080000005
1870,normal,599,603,0.498336106,0.501663894,1202,0.02404,4.631385548
1871,north,215,131,0.621387283,0.37861271700000004,346,0.00692,5.843447375
1872,nose,112,177,0.387543253,0.6124567470000001,289,0.0057799999999999995,6.057746901
1873,not,388,596,0.39430894299999997,0.605691057,984,0.01968,4.889303518
1874,notabl,286,198,0.590909091,0.409090909,484,0.00968,5.575631383999999
1875,notch,325,88,0.786924939,0.213075061,413,0.00826,5.779543573
1876,note,873,717,0.549056604,0.450943396,1590,0.0318,4.364499799
1877,notic,692,671,0.507703595,0.492296405,1363,0.027260000000000003,4.5159550589999995
1878,notion,135,112,0.546558704,0.453441296,247,0.00494,6.270722199
1879,notori,132,121,0.52173913,0.47826087,253,0.00506,6.225086905
1880,novel,609,439,0.58110687,0.41889313,1048,0.02096,4.560682156
1881,now,270,353,0.433386838,0.566613162,623,0.012459999999999999,5.341288642
1882,nowaday,185,89,0.6751824820000001,0.324817518,274,0.00548,6.156837803999999
1883,nude,101,181,0.35815602799999996,0.641843972,282,0.00564,6.076795096000001
1884,nuditi,283,543,0.34261501200000005,0.657384988,826,0.01652,4.978182808
1885,number,818,830,0.49635922299999996,0.503640777,1648,0.03296,4.221900334
1886,numer,234,259,0.47464503,0.52535497,493,0.009859999999999999,5.57175541
1887,nurs,134,134,0.5,0.5,268,0.00536,5.944867553
1888,nut,105,155,0.403846154,0.596153846,260,0.0052,6.188586502000001
1889,ob,385,275,0.583333333,0.41666666700000005,660,0.0132,5.2131480980000005
1890,object,326,306,0.515822785,0.484177215,632,0.01264,5.300650996
1891,obnoxi,72,233,0.23606557399999997,0.7639344259999999,305,0.0061,6.035973102000001
1892,obscur,144,165,0.46601941700000005,0.533980583,309,0.00618,6.032900903
1893,observ,304,172,0.638655462,0.361344538,476,0.00952,5.5621306960000005
1894,obviou,633,1074,0.370826011,0.629173989,1707,0.03414,4.294158309
1895,obvious,750,1205,0.383631714,0.616368286,1955,0.0391,4.1568604339999995
1896,occas,155,140,0.525423729,0.474576271,295,0.0059,6.086457007000001
1897,occasion,403,409,0.49630541899999997,0.503694581,812,0.01624,5.062865895
1898,occur,350,325,0.518518519,0.481481481,675,0.0135,5.251720373
1899,ocean,112,117,0.489082969,0.510917031,229,0.00458,6.221376325
1900,odd,582,515,0.53053783,0.46946217,1097,0.02194,4.713192146
1901,oddli,132,141,0.48351648399999997,0.516483516,273,0.0054600000000000004,6.177891213
1902,of,561,550,0.504950495,0.495049505,1111,0.02222,4.759321918
1903,of cours,147,100,0.5951417,0.4048583,247,0.00494,6.294345345
1904,off,416,661,0.386258124,0.613741876,1077,0.02154,4.761040132
1905,offend,130,196,0.39877300600000004,0.601226994,326,0.006520000000000001,5.911715346
1906,offens,119,308,0.278688525,0.721311475,427,0.00854,5.67561265
1907,offer,854,752,0.531755915,0.468244085,1606,0.032119999999999996,4.315406725
1908,offic,710,611,0.537471612,0.46252838799999996,1321,0.02642,4.453985447
1909,offici,204,138,0.596491228,0.403508772,342,0.006840000000000001,5.922644417000001
1911,ok,503,1099,0.313982522,0.686017478,1602,0.03204,4.3088205319999995
1912,okay,380,789,0.325064157,0.674935843,1169,0.02338,4.635927569
1914,old fashion,165,78,0.6790123459999999,0.320987654,243,0.00486,6.290369197
1915,old man,154,138,0.52739726,0.47260274,292,0.00584,5.973359509
1916,older,603,397,0.603,0.397,1000,0.02,4.813103057
1917,oliv,121,95,0.560185185,0.439814815,216,0.00432,6.203027187000001
1918,on,1023,1039,0.49612027200000003,0.5038797279999999,2062,0.04124,4.108249305
1920,one lin,120,135,0.470588235,0.529411765,255,0.0051,6.225086905
1922,open credit,106,135,0.439834025,0.560165975,241,0.0048200000000000005,6.2785347389999995
1923,open scene,179,200,0.472295515,0.527704485,379,0.00758,5.840912519
1924,oper,197,218,0.474698795,0.525301205,415,0.0083,5.669195516
1925,opera,203,256,0.442265795,0.557734205,459,0.009179999999999999,5.427881171
1926,opinion,979,770,0.559748428,0.44025157200000004,1749,0.034980000000000004,4.26441634
1927,opportun,400,388,0.507614213,0.492385787,788,0.01576,5.091169671
1928,oppos,160,136,0.540540541,0.45945945899999996,296,0.00592,6.06089651
1929,opposit,328,263,0.55499154,0.44500846,591,0.01182,5.380447912999999
1930,or,258,257,0.500970874,0.499029126,515,0.0103,5.531939724
1931,order,953,882,0.519346049,0.480653951,1835,0.0367,4.196156338
1932,ordinari,270,173,0.609480813,0.39051918700000005,443,0.00886,5.605190186000001
1933,organ,184,205,0.473007712,0.526992288,389,0.00778,5.758341365
1935,origin film,94,139,0.403433476,0.596566524,233,0.00466,6.232549626
1936,oscar,760,373,0.670785525,0.329214475,1133,0.02266,4.587787953
1937,out,641,676,0.486712225,0.513287775,1317,0.02634,4.572005702
1938,outer,70,168,0.294117647,0.705882353,238,0.00476,6.282464017000001
1939,outfit,97,166,0.368821293,0.631178707,263,0.00526,6.156837803999999
1940,outrag,197,196,0.501272265,0.498727735,393,0.007859999999999999,5.779543573
1941,outsid,559,490,0.532888465,0.467111535,1049,0.020980000000000002,4.771411875
1942,outstand,568,119,0.826783115,0.173216885,687,0.01374,5.228124552
1943,ov,106,156,0.404580153,0.5954198470000001,262,0.00524,6.192177171
1944,over,517,661,0.43887945700000003,0.5611205429999999,1178,0.02356,4.673813816
1945,over the,178,203,0.467191601,0.532808399,381,0.00762,5.8258368570000005
1946,over the top,164,188,0.465909091,0.534090909,352,0.00704,5.906295279
1947,overact,80,232,0.256410256,0.7435897440000001,312,0.00624,6.0086572910000005
1949,overcom,219,107,0.6717791409999999,0.328220859,326,0.006520000000000001,5.9762538670000005
1950,overli,185,216,0.46134663299999995,0.538653367,401,0.008020000000000001,5.767709115
1951,overlook,259,117,0.6888297870000001,0.31117021300000003,376,0.007520000000000001,5.840912519
1952,overwhelm,184,110,0.62585034,0.37414966,294,0.00588,6.119354711000001
1953,own,248,176,0.58490566,0.41509434,424,0.00848,5.742156041
1954,owner,306,184,0.624489796,0.37551020399999996,490,0.0098,5.495439322
1955,pace,984,750,0.567474048,0.43252595200000005,1734,0.03468,4.281303285
1956,pack,390,278,0.583832335,0.416167665,668,0.013359999999999999,5.255942758
1957,page,233,207,0.529545455,0.470454545,440,0.0088,5.548809852000001
1958,paid,195,460,0.29770992399999996,0.7022900759999999,655,0.0131,5.294768626000001
1959,pain,541,1089,0.33190184,0.66809816,1630,0.0326,4.3011910669999995
1960,paint,342,425,0.44589309,0.55410691,767,0.015340000000000001,5.068696815
1961,pair,347,284,0.549920761,0.45007923899999996,631,0.012620000000000001,5.297705486
1962,pan,168,155,0.520123839,0.479876161,323,0.00646,5.979156627
1963,paper,165,331,0.33266129,0.66733871,496,0.00992,5.556400022
1964,par,164,290,0.36123348,0.63876652,454,0.00908,5.671329987999999
1965,parallel,190,97,0.662020906,0.337979094,287,0.0057399999999999994,6.086457007000001
1966,parent,644,523,0.551842331,0.448157669,1167,0.02334,4.551575263
1967,pari,233,147,0.613157895,0.386842105,380,0.0076,5.564048242
1968,park,329,328,0.500761035,0.499238965,657,0.01314,5.10078513
1969,parker,143,69,0.674528302,0.32547169800000003,212,0.00424,6.181443615
1970,parodi,191,233,0.450471698,0.549528302,424,0.00848,5.593261615
1971,part,1117,984,0.531651594,0.468348406,2101,0.04202,4.051687906000001
1972,parti,496,451,0.52375924,0.47624076,947,0.018940000000000002,4.79071072
1973,particip,148,155,0.488448845,0.511551155,303,0.00606,6.029838112999999
1974,particular,705,507,0.581683168,0.418316832,1212,0.02424,4.647373707
1975,particularli,920,785,0.539589443,0.46041055700000005,1705,0.0341,4.279707964
1976,partner,311,220,0.585687382,0.41431261799999997,531,0.010620000000000001,5.451611098
1977,pas,703,803,0.46679946899999997,0.533200531,1506,0.030119999999999997,4.421624191
1978,passion,440,237,0.649926145,0.350073855,677,0.01354,5.132689676
1979,past,1092,907,0.546273137,0.453726863,1999,0.03998,4.108697032
1980,path,250,147,0.629722922,0.370277078,397,0.007940000000000001,5.763014271
1981,pathet,119,752,0.136624569,0.8633754309999999,871,0.017419999999999998,4.977115002
1982,patient,215,140,0.6056338029999999,0.39436619700000003,355,0.0071,5.71723969
1983,patrick,152,116,0.5671641789999999,0.432835821,268,0.00536,6.026784676
1984,paul,563,329,0.631165919,0.36883408100000004,892,0.01784,4.80050163
1985,pay,663,888,0.427466151,0.572533849,1551,0.03102,4.395036522
1986,pay attent,156,128,0.549295775,0.450704225,284,0.005679999999999999,6.122704797999999
1987,peac,266,149,0.640963855,0.359036145,415,0.0083,5.6929291
1989,peopl like,262,281,0.482504604,0.517495396,543,0.01086,5.477676865
1990,peopl say,122,140,0.465648855,0.534351145,262,0.00524,6.228811304
1991,peopl think,124,185,0.40129449799999994,0.5987055020000001,309,0.00618,6.057746901
1992,peopl watch,114,129,0.46913580200000005,0.530864198,243,0.00486,6.294345345
1994,perfectli,791,270,0.7455230909999999,0.254476909,1061,0.02122,4.774021707
1996,period,762,521,0.593920499,0.406079501,1283,0.025660000000000002,4.554368561
1998,persona,144,105,0.5783132529999999,0.42168674700000003,249,0.00498,6.255277877
1999,perspect,308,146,0.678414097,0.321585903,454,0.00908,5.623354156
2000,pet,118,130,0.47580645200000005,0.524193548,248,0.00496,6.1362185170000005
2001,peter,589,423,0.58201581,0.41798419,1012,0.02024,4.688099773999999
2002,pg,94,123,0.433179724,0.5668202760000001,217,0.00434,6.262970223
2003,philosoph,150,80,0.6521739129999999,0.347826087,230,0.0046,6.2785347389999995
2004,phone,224,323,0.40950639899999997,0.590493601,547,0.01094,5.345907588
2005,photo,111,133,0.45491803299999994,0.545081967,244,0.00488,6.199397417999999
