,positive,negative,positive_percent,negative_percent,total_calls,term_frequency,idf
kind movi,155.0,200.0,0.43661971830985913,0.5633802816901409,355.0,0.0071,5.900904429937139
kinda,184.0,246.0,0.42790697674418604,0.5720930232558139,430.0,0.0086,5.658590962515209
king,465.0,356.0,0.5663824604141291,0.4336175395858709,821.0,0.01642,4.768808837142241
kiss,252.0,213.0,0.5419354838709678,0.4580645161290322,465.0,0.0093,5.51352299726227
knew,779.0,712.0,0.5224681421864521,0.4775318578135479,1491.0,0.02982,4.413694902973271
knife,86.0,136.0,0.38738738738738737,0.6126126126126126,222.0,0.00444,6.278534739051859
knock,207.0,283.0,0.42244897959183675,0.5775510204081633,490.0,0.0098,5.560216820145363
know go,111.0,135.0,0.45121951219512196,0.5487804878048781,246.0,0.00492,6.286408795482766
know movi,133.0,188.0,0.4143302180685358,0.5856697819314642,321.0,0.00642,6.026784675826142
knowledg,284.0,223.0,0.5601577909270217,0.43984220907297833,507.0,0.01014,5.508063475057371
known,1057.0,782.0,0.5747688961392061,0.4252311038607939,1839.0,0.03678,4.206473304669647
kong,144.0,85.0,0.62882096069869,0.37117903930131,229.0,0.00458,6.0767950964008035
kudo,181.0,70.0,0.7211155378486056,0.2788844621513944,251.0,0.00502,6.278534739051859
la,379.0,325.0,0.5383522727272727,0.4616477272727273,704.0,0.01408,5.051305072561656
label,115.0,134.0,0.46184738955823296,0.5381526104417671,249.0,0.00498,6.24384918106397
lack,975.0,1790.0,0.352622061482821,0.647377938517179,2765.0,0.0553,3.760522060904637
ladi,688.0,647.0,0.5153558052434457,0.4846441947565543,1335.0,0.0267,4.4445425062005315
laid,148.0,145.0,0.5051194539249146,0.49488054607508536,293.0,0.00586,6.116015809554085
lake,117.0,129.0,0.47560975609756095,0.524390243902439,246.0,0.00492,6.080005372031051
lame,132.0,967.0,0.12010919017288443,0.8798908098271155,1099.0,0.02198,4.702592781045942
land,473.0,464.0,0.5048025613660619,0.49519743863393806,937.0,0.01874,4.833231824803859
landscap,211.0,106.0,0.6656151419558359,0.33438485804416407,317.0,0.00634,5.9533302272769895
lane,117.0,71.0,0.6223404255319149,0.37765957446808507,188.0,0.00376,6.221376325211911
languag,528.0,364.0,0.5919282511210763,0.4080717488789237,892.0,0.01784,4.917055547051693
larg,678.0,631.0,0.5179526355996944,0.4820473644003056,1309.0,0.02618,4.563501044519605
larger,163.0,91.0,0.6417322834645669,0.3582677165354331,254.0,0.00508,6.2514537804491885
larri,118.0,105.0,0.5291479820627802,0.47085201793721976,223.0,0.00446,6.126066145407586
last,253.0,251.0,0.501984126984127,0.498015873015873,504.0,0.01008,5.573691518728723
late,1182.0,871.0,0.5757428153921091,0.42425718460789086,2053.0,0.04106,4.092703799430444
late night,177.0,183.0,0.49166666666666664,0.5083333333333333,360.0,0.0072,5.863960914745455
later,1765.0,1291.0,0.5775523560209425,0.42244764397905754,3056.0,0.06112,3.63695957344426
latest,205.0,165.0,0.5540540540540541,0.44594594594594594,370.0,0.0074,5.853651545086594
laugh,1764.0,2139.0,0.45196003074558033,0.5480399692544197,3903.0,0.07806,3.3361618763228913
laugh loud,168.0,122.0,0.5793103448275863,0.42068965517241375,290.0,0.0058,6.132822927870466
laughabl,86.0,783.0,0.09896432681242807,0.9010356731875719,869.0,0.01738,4.994338247954978
laughter,211.0,201.0,0.5121359223300971,0.4878640776699029,412.0,0.00824,5.72622851416515
laura,137.0,67.0,0.6715686274509803,0.32843137254901966,204.0,0.00408,6.255277876887592
law,444.0,359.0,0.5529265255292652,0.44707347447073476,803.0,0.01606,4.9518238752399935
lawyer,167.0,110.0,0.6028880866425993,0.3971119133574007,277.0,0.00554,6.002687124247082
lay,184.0,187.0,0.49595687331536387,0.5040431266846361,371.0,0.00742,5.853651545086594
lazi,85.0,209.0,0.2891156462585034,0.7108843537414966,294.0,0.00588,6.057746901430109
le,157.0,112.0,0.5836431226765799,0.4163568773234201,269.0,0.00538,5.95901206074442
lead,1992.0,1925.0,0.5085524636201174,0.4914475363798826,3917.0,0.07834,3.3971355766402818
lead actor,108.0,153.0,0.41379310344827586,0.5862068965517242,261.0,0.00522,6.213996217914288
lead charact,159.0,185.0,0.4622093023255814,0.5377906976744187,344.0,0.00688,5.9199009306277945
lead role,167.0,142.0,0.540453074433657,0.459546925566343,309.0,0.00618,6.057746901430109
leader,296.0,238.0,0.5543071161048689,0.44569288389513106,534.0,0.01068,5.409623402244119
leagu,115.0,99.0,0.5373831775700935,0.46261682242990654,214.0,0.00428,6.247644252032521
learn,1132.0,901.0,0.5568125922282341,0.4431874077717659,2033.0,0.04066,4.062319517626107
leav,1724.0,1658.0,0.5097575399172087,0.49024246008279126,3382.0,0.06764,3.5673521939633335
led,353.0,249.0,0.5863787375415282,0.41362126245847175,602.0,0.01204,5.356768827289616
lee,319.0,282.0,0.5307820299500832,0.46921797004991683,601.0,0.01202,5.087587577743079
left,1452.0,1755.0,0.45275958840037417,0.5472404115996259,3207.0,0.06414,3.617863933016064
leg,180.0,248.0,0.4205607476635514,0.5794392523364487,428.0,0.00856,5.643931014104525
legend,260.0,205.0,0.5591397849462365,0.4408602150537635,465.0,0.0093,5.50625023793319
legendari,221.0,116.0,0.655786350148368,0.34421364985163205,337.0,0.00674,5.9533302272769895
length,361.0,294.0,0.5511450381679389,0.4488549618320611,655.0,0.0131,5.268717949166882
lesbian,131.0,199.0,0.396969696969697,0.603030303030303,330.0,0.0066,5.781927364288148
lesser,156.0,109.0,0.5886792452830188,0.41132075471698115,265.0,0.0053,6.1957807780229475
lesson,361.0,261.0,0.5803858520900321,0.41961414790996787,622.0,0.01244,5.273012873449762
let,1854.0,2296.0,0.44674698795180723,0.5532530120481928,4150.0,0.083,3.334715146712282
let say,115.0,222.0,0.34124629080118696,0.658753709198813,337.0,0.00674,5.982067837044346
letter,171.0,178.0,0.4899713467048711,0.5100286532951289,349.0,0.00698,5.8208617222636025
level,899.0,968.0,0.4815211569362614,0.5184788430637386,1867.0,0.03734,4.1763153771330845
lewi,144.0,113.0,0.5603112840466926,0.4396887159533074,257.0,0.00514,5.9281540723845145
liber,161.0,149.0,0.5193548387096775,0.48064516129032253,310.0,0.0062,5.970473504263427
lie,512.0,472.0,0.5203252032520326,0.4796747967479674,984.0,0.01968,4.782770669524009
lif,262.0,155.0,0.6282973621103117,0.37170263788968827,417.0,0.00834,5.701701086168938
lifetim,159.0,137.0,0.5371621621621622,0.46283783783783783,296.0,0.00592,6.017679908833223
lift,159.0,216.0,0.424,0.5760000000000001,375.0,0.0075,5.845988672341025
light,1271.0,1067.0,0.5436270316509837,0.4563729683490163,2338.0,0.04676,3.939750083238709
lik,444.0,467.0,0.48737650933040616,0.5126234906695939,911.0,0.01822,4.945599788756992
likabl,332.0,272.0,0.5496688741721855,0.45033112582781454,604.0,0.01208,5.330593352884969
like film,440.0,389.0,0.5307599517490953,0.4692400482509047,829.0,0.01658,5.044432193273894
like good,127.0,185.0,0.40705128205128205,0.592948717948718,312.0,0.00624,6.051477288416514
like movi,642.0,643.0,0.49961089494163424,0.5003891050583658,1285.0,0.0257,4.604558305480188
like watch,192.0,370.0,0.3416370106761566,0.6583629893238434,562.0,0.01124,5.451611097859794
limit,496.0,418.0,0.5426695842450766,0.4573304157549234,914.0,0.01828,4.926141929607651
lin,222.0,253.0,0.4673684210526316,0.5326315789473683,475.0,0.0095,5.567894401044397
link,198.0,156.0,0.559322033898305,0.44067796610169496,354.0,0.00708,5.88226207912786
lip,141.0,153.0,0.47959183673469385,0.5204081632653061,294.0,0.00588,6.026784675826142
list,579.0,704.0,0.4512860483242401,0.54871395167576,1283.0,0.02566,4.572005702442439
listen,541.0,480.0,0.5298726738491675,0.4701273261508325,1021.0,0.02042,4.811293102128006
liter,478.0,496.0,0.49075975359342916,0.5092402464065708,974.0,0.01948,4.882484202986604
littl bit,273.0,239.0,0.533203125,0.466796875,512.0,0.01024,5.519012489547042
littl girl,170.0,138.0,0.551948051948052,0.44805194805194803,308.0,0.00616,5.964726362007859
ll,1899.0,2094.0,0.4755822689706987,0.5244177310293012,3993.0,0.07986,3.3524257877780044
lo,179.0,132.0,0.5755627009646302,0.42443729903536975,311.0,0.00622,5.950501371076512
load,243.0,320.0,0.43161634103019536,0.5683836589698046,563.0,0.01126,5.426207530259654
local,721.0,773.0,0.4825970548862115,0.5174029451137885,1494.0,0.02988,4.361035591829326
locat,660.0,600.0,0.5238095238095238,0.47619047619047616,1260.0,0.0252,4.586342865588847
lock,221.0,253.0,0.46624472573839665,0.5337552742616034,474.0,0.00948,5.558306599889243
logic,230.0,366.0,0.3859060402684564,0.6140939597315436,596.0,0.01192,5.324532728273278
london,310.0,198.0,0.610236220472441,0.38976377952755903,508.0,0.01016,5.330593352884969
lone,260.0,170.0,0.6046511627906976,0.39534883720930236,430.0,0.0086,5.633589660309792
long time,478.0,358.0,0.5717703349282297,0.4282296650717703,836.0,0.01672,5.062865894962733
longer,455.0,436.0,0.510662177328844,0.489337822671156,891.0,0.01782,4.977115001971864
loo,369.0,464.0,0.4429771908763505,0.5570228091236495,833.0,0.01666,5.038740658274106
look film,144.0,120.0,0.5454545454545454,0.4545454545454546,264.0,0.00528,6.221376325211911
look forward,247.0,276.0,0.4722753346080306,0.5277246653919694,523.0,0.01046,5.541276860044441
look good,173.0,274.0,0.3870246085011186,0.6129753914988814,447.0,0.00894,5.671329988292639
look like,827.0,2035.0,0.2889587700908456,0.7110412299091544,2862.0,0.05724,3.7172118588194962
look movi,121.0,125.0,0.491869918699187,0.5081300813008129,246.0,0.00492,6.286408795482766
lord,261.0,225.0,0.5370370370370371,0.4629629629629629,486.0,0.00972,5.47416192338169
lose,677.0,573.0,0.5416,0.45840000000000003,1250.0,0.025,4.591409832636682
loser,108.0,202.0,0.34838709677419355,0.6516129032258065,310.0,0.0062,5.95901206074442
loss,287.0,206.0,0.5821501014198783,0.41784989858012167,493.0,0.00986,5.535664123139484
lost,1147.0,1132.0,0.5032909170688898,0.49670908293111016,2279.0,0.04558,3.972035746736678
lot better,104.0,179.0,0.3674911660777385,0.6325088339222615,283.0,0.00566,6.132822927870466
lot fun,208.0,60.0,0.7761194029850746,0.22388059701492535,268.0,0.00536,6.18144361487654
lot peopl,190.0,145.0,0.5671641791044776,0.4328358208955224,335.0,0.0067,5.9675958044358115
loud,363.0,412.0,0.46838709677419355,0.5316129032258065,775.0,0.0155,5.128956006791722
loui,146.0,73.0,0.6666666666666666,0.33333333333333337,219.0,0.00438,6.15683780407434
lousi,44.0,338.0,0.11518324607329843,0.8848167539267016,382.0,0.00764,5.8109850987676905
lovabl,208.0,77.0,0.7298245614035088,0.2701754385964912,285.0,0.0057,6.122704797704881
love film,320.0,79.0,0.8020050125313283,0.19799498746867172,399.0,0.00798,5.781927364288148
love movi,611.0,174.0,0.778343949044586,0.22165605095541396,785.0,0.0157,5.087587577743079
love stori,442.0,206.0,0.6820987654320988,0.3179012345679012,648.0,0.01296,5.202395306235808
lover,560.0,370.0,0.6021505376344086,0.3978494623655914,930.0,0.0186,4.843450213762537
low,945.0,1742.0,0.3516933382954968,0.6483066617045032,2687.0,0.05374,3.764640552390607
low budget,461.0,948.0,0.3271823988644429,0.6728176011355571,1409.0,0.02818,4.435808826231777
lower,153.0,263.0,0.36778846153846156,0.6322115384615384,416.0,0.00832,5.733023557297979
luck,232.0,228.0,0.5043478260869565,0.4956521739130435,460.0,0.0092,5.6294828783571385
lucki,290.0,185.0,0.6105263157894737,0.3894736842105263,475.0,0.0095,5.615240521641596
ludicr,70.0,273.0,0.20408163265306123,0.7959183673469388,343.0,0.00686,5.956167108612188
lynch,126.0,111.0,0.5316455696202531,0.4683544303797469,237.0,0.00474,6.023740533444914
lyric,167.0,77.0,0.6844262295081968,0.31557377049180324,244.0,0.00488,6.1957807780229475
machin,265.0,317.0,0.45532646048109965,0.5446735395189004,582.0,0.01164,5.278768285020383
mad,590.0,561.0,0.5125977410947002,0.48740225890529976,1151.0,0.02302,4.628368954173906
made,145.0,236.0,0.3805774278215223,0.6194225721784776,381.0,0.00762,5.8183834062491355
magazin,129.0,126.0,0.5058823529411764,0.49411764705882355,255.0,0.0051,6.167309103941635
magic,555.0,339.0,0.6208053691275168,0.3791946308724832,894.0,0.01788,4.86039977207631
magnific,436.0,102.0,0.8104089219330854,0.18959107806691455,538.0,0.01076,5.460224415537908
main,1606.0,1722.0,0.48257211538461536,0.5174278846153846,3328.0,0.06656,3.5500413366773027
main charact,684.0,779.0,0.4675324675324675,0.5324675324675325,1463.0,0.02926,4.410661840290158
mainli,377.0,323.0,0.5385714285714286,0.4614285714285714,700.0,0.014,5.2158544596098135
mainstream,213.0,113.0,0.6533742331288344,0.34662576687116564,326.0,0.00652,5.944867553358256
maintain,270.0,133.0,0.6699751861042184,0.33002481389578164,403.0,0.00806,5.796350691249253
major,876.0,961.0,0.47686445291235713,0.5231355470876429,1837.0,0.03674,4.186912778815152
mak,378.0,449.0,0.4570737605804111,0.5429262394195888,827.0,0.01654,4.984613698062985
make feel,214.0,142.0,0.601123595505618,0.398876404494382,356.0,0.00712,5.892872258239875
make film,588.0,609.0,0.49122807017543857,0.5087719298245614,1197.0,0.02394,4.667529428177747
make fun,125.0,194.0,0.39184952978056425,0.6081504702194358,319.0,0.00638,6.014663315293797
make good,198.0,286.0,0.4090909090909091,0.5909090909090908,484.0,0.00968,5.619289110167595
make great,211.0,92.0,0.6963696369636964,0.30363036303630364,303.0,0.00606,6.092950536623088
make laugh,210.0,152.0,0.580110497237569,0.419889502762431,362.0,0.00724,5.900904429937139
make look,113.0,205.0,0.3553459119496855,0.6446540880503144,318.0,0.00636,6.02070562974976
make movi,562.0,940.0,0.374167776298269,0.6258322237017311,1502.0,0.03004,4.437673918472774
make sen,273.0,653.0,0.29481641468682507,0.7051835853131749,926.0,0.01852,4.893221250987561
make sure,190.0,212.0,0.472636815920398,0.527363184079602,402.0,0.00804,5.798774934860759
make think,196.0,112.0,0.6363636363636364,0.36363636363636365,308.0,0.00616,6.057746901430109
make up,133.0,206.0,0.39233038348082594,0.6076696165191741,339.0,0.00678,5.890209140820391
make want,114.0,133.0,0.46153846153846156,0.5384615384615384,247.0,0.00494,6.274620839730724
maker,300.0,531.0,0.36101083032490977,0.6389891696750902,831.0,0.01662,4.997600893589795
makeup,126.0,214.0,0.37058823529411766,0.6294117647058823,340.0,0.0068,5.895542486795754
male,489.0,577.0,0.45872420262664165,0.5412757973733584,1066.0,0.02132,4.7099188211380145
manag,1187.0,1140.0,0.5100988397077783,0.48990116029222175,2327.0,0.04654,3.9503965716331964
manipul,235.0,166.0,0.5860349127182045,0.4139650872817955,401.0,0.00802,5.706116104378054
manner,492.0,409.0,0.5460599334073252,0.45394006659267483,901.0,0.01802,4.94974487241216
mari,353.0,225.0,0.610726643598616,0.38927335640138405,578.0,0.01156,5.165645764027067
mark,663.0,551.0,0.5461285008237232,0.4538714991762768,1214.0,0.02428,4.590684406416984
market,272.0,289.0,0.48484848484848486,0.5151515151515151,561.0,0.01122,5.383647915840858
marri,746.0,472.0,0.6124794745484401,0.3875205254515599,1218.0,0.02436,4.559275686120433
marriag,354.0,194.0,0.6459854014598541,0.35401459854014594,548.0,0.01096,5.3505479674145136
martial,133.0,173.0,0.434640522875817,0.565359477124183,306.0,0.00612,5.781927364288148
martial art,107.0,146.0,0.42292490118577075,0.5770750988142292,253.0,0.00506,5.9533302272769895
martin,285.0,206.0,0.5804480651731161,0.4195519348268839,491.0,0.00982,5.4178810874831
marvel,438.0,95.0,0.8217636022514071,0.1782363977485929,533.0,0.01066,5.481204206007103
mask,148.0,257.0,0.3654320987654321,0.634567901234568,405.0,0.0081,5.605190185788094
mass,194.0,177.0,0.522911051212938,0.477088948787062,371.0,0.00742,5.796350691249253
massacr,127.0,133.0,0.48846153846153845,0.5115384615384615,260.0,0.0052,6.08645700731254
massiv,158.0,204.0,0.43646408839779005,0.56353591160221,362.0,0.00724,5.853651545086594
master,716.0,373.0,0.657483930211203,0.342516069788797,1089.0,0.02178,4.686502329314218
masterpiec,829.0,343.0,0.7073378839590444,0.2926621160409556,1172.0,0.02344,4.668312820305551
match,436.0,360.0,0.5477386934673367,0.4522613065326633,796.0,0.01592,4.994338247954978
mate,130.0,136.0,0.48872180451127817,0.5112781954887218,266.0,0.00532,6.122704797704881
materi,555.0,742.0,0.4279105628373169,0.5720894371626831,1297.0,0.02594,4.562795577118213
matt,170.0,137.0,0.5537459283387622,0.44625407166123776,307.0,0.00614,5.858792944587012
matter,1185.0,1167.0,0.5038265306122449,0.4961734693877551,2352.0,0.04704,3.957301086979741
matur,276.0,100.0,0.7340425531914894,0.26595744680851063,376.0,0.00752,5.772426105164008
max,196.0,117.0,0.6261980830670927,0.3738019169329073,313.0,0.00626,5.869155731622559
mayb,1363.0,2012.0,0.40385185185185185,0.5961481481481481,3375.0,0.0675,3.5342849751305443
me,205.0,266.0,0.43524416135881105,0.564755838641189,471.0,0.00942,5.637713377493654
mean,1835.0,2314.0,0.44227524704748133,0.5577247529525187,4149.0,0.08298,3.323828729245675
meaning,134.0,130.0,0.5075757575757576,0.49242424242424243,264.0,0.00528,6.167309103941635
meant,430.0,552.0,0.4378818737270876,0.5621181262729125,982.0,0.01964,4.853774097104173
measur,176.0,139.0,0.5587301587301587,0.44126984126984126,315.0,0.0063,6.04214596098763
meat,109.0,129.0,0.4579831932773109,0.5420168067226891,238.0,0.00476,6.290369196698863
mechan,109.0,123.0,0.4698275862068966,0.5301724137931034,232.0,0.00464,6.282464017191749
medic,124.0,152.0,0.4492753623188406,0.5507246376811594,276.0,0.00552,6.035973101880548
mediocr,151.0,558.0,0.21297602256699577,0.7870239774330042,709.0,0.01418,5.206414065830726
medium,313.0,241.0,0.5649819494584838,0.4350180505415162,554.0,0.01108,5.3336374952661965
meet,1368.0,926.0,0.5963382737576286,0.4036617262423714,2294.0,0.04588,3.9333410132325968
melodrama,201.0,140.0,0.5894428152492669,0.4105571847507331,341.0,0.00682,5.895542486795754
melodramat,126.0,128.0,0.49606299212598426,0.5039370078740157,254.0,0.00508,6.24384918106397
member,697.0,639.0,0.5217065868263473,0.4782934131736527,1336.0,0.02672,4.499271321937546
memor,833.0,395.0,0.6783387622149837,0.3216612377850163,1228.0,0.02456,4.638206339598421
memori,580.0,361.0,0.6163655685441021,0.38363443145589793,941.0,0.01882,4.8613498909126305
men,1189.0,959.0,0.5535381750465549,0.4464618249534451,2148.0,0.04296,3.882780794694832
menac,188.0,198.0,0.48704663212435234,0.5129533678756477,386.0,0.00772,5.777165450527904
mental,381.0,423.0,0.47388059701492535,0.5261194029850746,804.0,0.01608,5.027453856739476
mention,1056.0,1334.0,0.44184100418410044,0.5581589958158996,2390.0,0.0478,3.931838947610341
mere,415.0,466.0,0.47105561861521,0.52894438138479,881.0,0.01762,4.966499191024207
merit,145.0,205.0,0.4142857142857143,0.5857142857142856,350.0,0.007,5.892872258239875
mess,256.0,1038.0,0.19783616692426584,0.8021638330757341,1294.0,0.02588,4.572005702442439
messag,709.0,554.0,0.5613618368962787,0.4386381631037213,1263.0,0.02526,4.5079121201331205
met,304.0,241.0,0.5577981651376147,0.4422018348623853,545.0,0.0109,5.467168887890719
metal,105.0,107.0,0.49528301886792453,0.5047169811320755,212.0,0.00424,6.259116653194758
metaphor,157.0,95.0,0.623015873015873,0.376984126984127,252.0,0.00504,6.236301975428587
method,184.0,162.0,0.5317919075144508,0.4682080924855492,346.0,0.00692,5.89821986456647
mexican,83.0,120.0,0.4088669950738916,0.5911330049261083,203.0,0.00406,6.18144361487654
mi,321.0,377.0,0.45988538681948427,0.5401146131805157,698.0,0.01396,5.228124552201628
michael,754.0,699.0,0.5189263592567103,0.48107364074328973,1453.0,0.02906,4.300105880093747
michel,188.0,101.0,0.6505190311418685,0.3494809688581315,289.0,0.00578,5.942062502430646
mid,309.0,254.0,0.5488454706927176,0.4511545293072824,563.0,0.01126,5.4379822668041875
middl,632.0,734.0,0.46266471449487556,0.5373352855051244,1366.0,0.02732,4.526100563608848
middle,144.0,126.0,0.5333333333333333,0.4666666666666667,270.0,0.0054,6.149917361229766
mike,158.0,179.0,0.4688427299703264,0.5311572700296736,337.0,0.00674,5.733023557297979
mildli,62.0,260.0,0.19254658385093168,0.8074534161490683,322.0,0.00644,5.987915806926769
mile,244.0,294.0,0.45353159851301117,0.5464684014869888,538.0,0.01076,5.40470132503869
militari,243.0,263.0,0.48023715415019763,0.5197628458498024,506.0,0.01012,5.361460000865496
miller,141.0,91.0,0.6077586206896551,0.39224137931034486,232.0,0.00464,6.17082404604908
million,363.0,471.0,0.4352517985611511,0.564748201438849,834.0,0.01668,4.983539006933219
million dollar,104.0,142.0,0.42276422764227645,0.5772357723577235,246.0,0.00492,6.2288113036994295
mind,1869.0,1804.0,0.5088483528450858,0.4911516471549142,3673.0,0.07346,3.494492254457704
mindless,86.0,174.0,0.33076923076923076,0.6692307692307693,260.0,0.0052,6.174351386567048
mini,162.0,153.0,0.5142857142857142,0.48571428571428577,315.0,0.0063,5.917164950808919
minim,118.0,163.0,0.4199288256227758,0.5800711743772242,281.0,0.00562,6.149917361229766
minor,489.0,369.0,0.5699300699300699,0.4300699300699301,858.0,0.01716,4.991086212568602
minut film,128.0,250.0,0.3386243386243386,0.6613756613756614,378.0,0.00756,5.856218940591839
minut movi,72.0,294.0,0.19672131147540983,0.8032786885245902,366.0,0.00732,5.895542486795754
mirror,207.0,130.0,0.6142433234421365,0.3857566765578635,337.0,0.00674,5.887553096762275
miscast,61.0,216.0,0.22021660649819494,0.779783393501805,277.0,0.00554,6.126066145407586
miser,92.0,336.0,0.21495327102803738,0.7850467289719626,428.0,0.00856,5.719479332190222
miss,1671.0,1530.0,0.5220243673851921,0.4779756326148079,3201.0,0.06402,3.6208838392232967
mission,247.0,204.0,0.5476718403547672,0.45232815964523276,451.0,0.00902,5.556400021618662
mistak,358.0,568.0,0.38660907127429806,0.613390928725702,926.0,0.01852,4.895185888161725
mix,681.0,543.0,0.5563725490196079,0.44362745098039214,1224.0,0.02448,4.631385547713332
mob,117.0,105.0,0.527027027027027,0.472972972972973,222.0,0.00444,6.210326489025326
model,275.0,274.0,0.5009107468123861,0.4990892531876139,549.0,0.01098,5.369327862066109
modern,843.0,536.0,0.6113125453226976,0.38868745467730237,1379.0,0.02758,4.442664571376332
mom,243.0,231.0,0.5126582278481012,0.4873417721518988,474.0,0.00948,5.444773464382189
moment,1942.0,1708.0,0.5320547945205479,0.46794520547945206,3650.0,0.073,3.4331694628151648
moment film,156.0,101.0,0.6070038910505836,0.3929961089494164,257.0,0.00514,6.2514537804491885
money,986.0,2222.0,0.307356608478803,0.692643391521197,3208.0,0.06416,3.5812613540385168
monkey,80.0,135.0,0.37209302325581395,0.627906976744186,215.0,0.0043,6.146475017038793
monster,345.0,560.0,0.3812154696132597,0.6187845303867403,905.0,0.0181,4.631385547713332
month,397.0,340.0,0.5386702849389416,0.46132971506105835,737.0,0.01474,5.1553892638598775
mood,491.0,352.0,0.5824436536180309,0.41755634638196915,843.0,0.01686,5.018515249738665
moon,163.0,189.0,0.4630681818181818,0.5369318181818181,352.0,0.00704,5.706116104378054
moor,154.0,134.0,0.5347222222222222,0.4652777777777778,288.0,0.00576,5.835862003523095
moral,507.0,352.0,0.590221187427241,0.40977881257275905,859.0,0.01718,4.884427838195175
more,145.0,105.0,0.58,0.42000000000000004,250.0,0.005,6.274620839730724
morgan,117.0,84.0,0.582089552238806,0.417910447761194,201.0,0.00402,6.149917361229766
morn,238.0,203.0,0.5396825396825397,0.46031746031746035,441.0,0.00882,5.6294828783571385
moron,54.0,286.0,0.1588235294117647,0.8411764705882353,340.0,0.0068,5.9226444165735455
mother,1012.0,745.0,0.5759817871371656,0.42401821286283436,1757.0,0.03514,4.062747142178273
motion,295.0,368.0,0.444947209653092,0.555052790346908,663.0,0.01326,5.22128925559577
motion pictur,153.0,109.0,0.583969465648855,0.416030534351145,262.0,0.00524,6.143044481942004
motiv,310.0,456.0,0.4046997389033943,0.5953002610966057,766.0,0.01532,5.100785129825026
mountain,192.0,182.0,0.5133689839572193,0.4866310160427807,374.0,0.00748,5.669195515764007
mouth,274.0,487.0,0.3600525624178712,0.6399474375821288,761.0,0.01522,5.104414897875605
move,1651.0,940.0,0.6372057120802779,0.3627942879197221,2591.0,0.05182,3.8500947009316304
movement,281.0,219.0,0.562,0.43799999999999994,500.0,0.01,5.50625023793319
movi 10,198.0,178.0,0.526595744680851,0.473404255319149,376.0,0.00752,5.869155731622559
movi act,91.0,186.0,0.3285198555956679,0.6714801444043321,277.0,0.00554,6.174351386567048
movi actual,164.0,268.0,0.37962962962962965,0.6203703703703703,432.0,0.00864,5.723973721778061
movi bad,106.0,762.0,0.12211981566820276,0.8778801843317973,868.0,0.01736,5.007453190032807
movi base,181.0,163.0,0.5261627906976745,0.47383720930232553,344.0,0.00688,5.956167108612188
movi best,209.0,107.0,0.6613924050632911,0.3386075949367089,316.0,0.00632,6.039054768417956
movi better,162.0,236.0,0.40703517587939697,0.592964824120603,398.0,0.00796,5.815911217103746
movi charact,118.0,167.0,0.41403508771929826,0.5859649122807018,285.0,0.0057,6.153371596097854
movi come,168.0,186.0,0.4745762711864407,0.5254237288135593,354.0,0.00708,5.914436436155715
movi complet,71.0,187.0,0.2751937984496124,0.7248062015503876,258.0,0.00516,6.24384918106397
movi definit,168.0,96.0,0.6363636363636364,0.36363636363636365,264.0,0.00528,6.225086904608447
movi end,178.0,351.0,0.33648393194706994,0.6635160680529301,529.0,0.01058,5.517179308465381
movi enjoy,180.0,100.0,0.6428571428571429,0.3571428571428571,280.0,0.0056,6.160316068450665
movi expect,104.0,146.0,0.416,0.5840000000000001,250.0,0.005,6.286408795482766
movi feel,150.0,171.0,0.4672897196261682,0.5327102803738317,321.0,0.00642,6.014663315293797
movi film,167.0,196.0,0.46005509641873277,0.5399449035812672,363.0,0.00726,5.909001640169759
movi funni,145.0,152.0,0.4882154882154882,0.5117845117845118,297.0,0.00594,6.096213182257905
movi get,113.0,133.0,0.45934959349593496,0.540650406504065,246.0,0.00492,6.290369196698863
movi go,82.0,186.0,0.30597014925373134,0.6940298507462687,268.0,0.00536,6.210326489025326
movi good,458.0,485.0,0.48568398727465534,0.5143160127253447,943.0,0.01886,4.930206975855819
movi got,114.0,181.0,0.3864406779661017,0.6135593220338983,295.0,0.0059,6.122704797704881
movi great,489.0,204.0,0.7056277056277056,0.2943722943722944,693.0,0.01386,5.237773145317459
movi know,157.0,229.0,0.4067357512953368,0.5932642487046632,386.0,0.00772,5.838384072955805
movi like,824.0,1029.0,0.44468429573664325,0.5553157042633567,1853.0,0.03706,4.211423809829503
movi littl,149.0,174.0,0.4613003095975232,0.5386996904024768,323.0,0.00646,6.023740533444914
movi look,153.0,341.0,0.3097165991902834,0.6902834008097166,494.0,0.00988,5.585387558491915
movi lot,200.0,154.0,0.5649717514124294,0.4350282485875706,354.0,0.00708,5.9281540723845145
movi love,250.0,106.0,0.702247191011236,0.297752808988764,356.0,0.00712,5.914436436155715
movi make,385.0,573.0,0.40187891440501045,0.5981210855949896,958.0,0.01916,4.913043505561733
movi movi,380.0,514.0,0.4250559284116331,0.5749440715883669,894.0,0.01788,4.970732001576828
movi peopl,160.0,148.0,0.5194805194805194,0.48051948051948057,308.0,0.00616,6.057746901430109
movi play,137.0,126.0,0.5209125475285171,0.4790874524714829,263.0,0.00526,6.2288113036994295
movi plot,98.0,244.0,0.28654970760233917,0.7134502923976609,342.0,0.00684,5.961865129726826
movi pretti,133.0,183.0,0.4208860759493671,0.5791139240506329,316.0,0.00632,6.051477288416514
movi probabl,119.0,173.0,0.4075342465753425,0.5924657534246576,292.0,0.00584,6.132822927870466
